province,year,week,ndvi_mean,lst_day_mean,lst_night_mean
12 La Romana,2018,7,,,
13 La Vega,2018,7,,,
14 María Trinidad Sánchez,2018,7,,,
15 Monte Cristi,2018,7,,,
16 Pedernales,2018,7,,,
17 Peravia,2018,7,,,
18 Puerto Plata,2018,7,,,
19 Hermanas Mirabal,2018,7,,,
20 Samaná,2018,7,,,
21 San Cristóbal,2018,7,,,
22 San Juan,2018,7,,,
23 San Pedro de Macorís,2018,7,,,
24 Sánchez Ramírez,2018,7,,,
25 Santiago,2018,7,,,
26 Santiago Rodríguez,2018,7,,,
27 Valverde,2018,7,,,
28 Monseñor Nouel,2018,7,,,
29 Monte Plata,2018,7,,,
30 Hato Mayor,2018,7,,,
31 San José de Ocoa,2018,7,,,
32 Santo Domingo,2018,7,,,
01 Distrito Nacional,2018,8,,,
02 Azua,2018,8,,,
03 Baoruco,2018,8,,,
04 Barahona,2018,8,,,
05 Dajabón,2018,8,,,
06 Duarte,2018,8,,,
07 Elías Piña,2018,8,,,
08 El Seibo,2018,8,,,
09 Espaillat,2018,8,,,
10 Independencia,2018,8,,,
11 La Altagracia,2018,8,,,
12 La Romana,2018,8,,,
13 La Vega,2018,8,,,
14 María Trinidad Sánchez,2018,8,,,
15 Monte Cristi,2018,8,,,
16 Pedernales,2018,8,,,
17 Peravia,2018,8,,,
18 Puerto Plata,2018,8,,,
19 Hermanas Mirabal,2018,8,,,
20 Samaná,2018,8,,,
21 San Cristóbal,2018,8,,,
22 San Juan,2018,8,,,
23 San Pedro de Macorís,2018,8,,,
24 Sánchez Ramírez,2018,8,,,
25 Santiago,2018,8,,,
26 Santiago Rodríguez,2018,8,,,
27 Valverde,2018,8,,,
28 Monseñor Nouel,2018,8,,,
29 Monte Plata,2018,8,,,
30 Hato Mayor,2018,8,,,
31 San José de Ocoa,2018,8,,,
32 Santo Domingo,2018,8,,,
01 Distrito Nacional,2018,9,,,
02 Azua,2018,9,,,
03 Baoruco,2018,9,,,
04 Barahona,2018,9,,,
05 Dajabón,2018,9,,,
06 Duarte,2018,9,,,
07 Elías Piña,2018,9,,,
08 El Seibo,2018,9,,,
09 Espaillat,2018,9,,,
10 Independencia,2018,9,,,
11 La Altagracia,2018,9,,,
12 La Romana,2018,9,,,
13 La Vega,2018,9,,,
14 María Trinidad Sánchez,2018,9,,,
15 Monte Cristi,2018,9,,,
16 Pedernales,2018,9,,,
17 Peravia,2018,9,,,
18 Puerto Plata,2018,9,,,
19 Hermanas Mirabal,2018,9,,,
20 Samaná,2018,9,,,
21 San Cristóbal,2018,9,,,
22 San Juan,2018,9,,,
23 San Pedro de Macorís,2018,9,,,
24 Sánchez Ramírez,2018,9,,,
25 Santiago,2018,9,,,
26 Santiago Rodríguez,2018,9,,,
27 Valverde,2018,9,,,
28 Monseñor Nouel,2018,9,,,
29 Monte Plata,2018,9,,,
30 Hato Mayor,2018,9,,,
31 San José de Ocoa,2018,9,,,
32 Santo Domingo,2018,9,,,
01 Distrito Nacional,2018,10,,,
02 Azua,2018,10,,,
03 Baoruco,2018,10,,,
04 Barahona,2018,10,,,
05 Dajabón,2018,10,,,
06 Duarte,2018,10,,,
07 Elías Piña,2018,10,,,
08 El Seibo,2018,10,,,
09 Espaillat,2018,10,,,
10 Independencia,2018,10,,,
11 La Altagracia,2018,10,,,
12 La Romana,2018,10,,,
13 La Vega,2018,10,,,
14 María Trinidad Sánchez,2018,10,,,
15 Monte Cristi,2018,10,,,
16 Pedernales,2018,10,,,
17 Peravia,2018,10,,,
18 Puerto Plata,2018,10,,,
19 Hermanas Mirabal,2018,10,,,
20 Samaná,2018,10,,,
21 San Cristóbal,2018,10,,,
22 San Juan,2018,10,,,
23 San Pedro de Macorís,2018,10,,,
24 Sánchez Ramírez,2018,10,,,
25 Santiago,2018,10,,,
26 Santiago Rodríguez,2018,10,,,
27 Valverde,2018,10,,,
28 Monseñor Nouel,2018,10,,,
29 Monte Plata,2018,10,,,
30 Hato Mayor,2018,10,,,
31 San José de Ocoa,2018,10,,,
32 Santo Domingo,2018,10,,,
01 Distrito Nacional,2018,11,,,
02 Azua,2018,11,,,
03 Baoruco,2018,11,,,
04 Barahona,2018,11,,,
05 Dajabón,2018,11,,,
06 Duarte,2018,11,,,
07 Elías Piña,2018,11,,,
08 El Seibo,2018,11,,,
09 Espaillat,2018,11,,,
10 Independencia,2018,11,,,
11 La Altagracia,2018,11,,,
12 La Romana,2018,11,,,
13 La Vega,2018,11,,,
14 María Trinidad Sánchez,2018,11,,,
15 Monte Cristi,2018,11,,,
16 Pedernales,2018,11,,,
17 Peravia,2018,11,,,
18 Puerto Plata,2018,11,,,
19 Hermanas Mirabal,2018,11,,,
20 Samaná,2018,11,,,
21 San Cristóbal,2018,11,,,
22 San Juan,2018,11,,,
23 San Pedro de Macorís,2018,11,,,
24 Sánchez Ramírez,2018,11,,,
25 Santiago,2018,11,,,
26 Santiago Rodríguez,2018,11,,,
27 Valverde,2018,11,,,
28 Monseñor Nouel,2018,11,,,
29 Monte Plata,2018,11,,,
30 Hato Mayor,2018,11,,,
31 San José de Ocoa,2018,11,,,
32 Santo Domingo,2018,11,,,
01 Distrito Nacional,2018,12,,,
02 Azua,2018,12,,,
03 Baoruco,2018,12,,,
04 Barahona,2018,12,,,
05 Dajabón,2018,12,,,
06 Duarte,2018,12,,,
07 Elías Piña,2018,12,,,
08 El Seibo,2018,12,,,
09 Espaillat,2018,12,,,
10 Independencia,2018,12,,,
11 La Altagracia,2018,12,,,
12 La Romana,2018,12,,,
13 La Vega,2018,12,,,
14 María Trinidad Sánchez,2018,12,,,
15 Monte Cristi,2018,12,,,
16 Pedernales,2018,12,,,
17 Peravia,2018,12,,,
18 Puerto Plata,2018,12,,,
19 Hermanas Mirabal,2018,12,,,
20 Samaná,2018,12,,,
21 San Cristóbal,2018,12,,,
22 San Juan,2018,12,,,
23 San Pedro de Macorís,2018,12,,,
24 Sánchez Ramírez,2018,12,,,
25 Santiago,2018,12,,,
26 Santiago Rodríguez,2018,12,,,
27 Valverde,2018,12,,,
28 Monseñor Nouel,2018,12,,,
29 Monte Plata,2018,12,,,
30 Hato Mayor,2018,12,,,
31 San José de Ocoa,2018,12,,,
32 Santo Domingo,2018,12,,,
01 Distrito Nacional,2018,13,,,
02 Azua,2018,13,,,
03 Baoruco,2018,13,,,
04 Barahona,2018,13,,,
05 Dajabón,2018,13,,,
06 Duarte,2018,13,,,
07 Elías Piña,2018,13,,,
08 El Seibo,2018,13,,,
09 Espaillat,2018,13,,,
10 Independencia,2018,13,,,
11 La Altagracia,2018,13,,,
12 La Romana,2018,13,,,
13 La Vega,2018,13,,,
14 María Trinidad Sánchez,2018,13,,,
15 Monte Cristi,2018,13,,,
16 Pedernales,2018,13,,,
17 Peravia,2018,13,,,
18 Puerto Plata,2018,13,,,
19 Hermanas Mirabal,2018,13,,,
20 Samaná,2018,13,,,
21 San Cristóbal,2018,13,,,
22 San Juan,2018,13,,,
23 San Pedro de Macorís,2018,13,,,
24 Sánchez Ramírez,2018,13,,,
25 Santiago,2018,13,,,
26 Santiago Rodríguez,2018,13,,,
27 Valverde,2018,13,,,
28 Monseñor Nouel,2018,13,,,
29 Monte Plata,2018,13,,,
30 Hato Mayor,2018,13,,,
31 San José de Ocoa,2018,13,,,
32 Santo Domingo,2018,13,,,
01 Distrito Nacional,2018,14,,,
02 Azua,2018,14,,,
03 Baoruco,2018,14,,,
04 Barahona,2018,14,,,
05 Dajabón,2018,14,,,
06 Duarte,2018,14,,,
07 Elías Piña,2018,14,,,
08 El Seibo,2018,14,,,
09 Espaillat,2018,14,,,
10 Independencia,2018,14,,,
11 La Altagracia,2018,14,,,
12 La Romana,2018,14,,,
13 La Vega,2018,14,,,
14 María Trinidad Sánchez,2018,14,,,
15 Monte Cristi,2018,14,,,
16 Pedernales,2018,14,,,
17 Peravia,2018,14,,,
18 Puerto Plata,2018,14,,,
19 Hermanas Mirabal,2018,14,,,
20 Samaná,2018,14,,,
21 San Cristóbal,2018,14,,,
22 San Juan,2018,14,,,
23 San Pedro de Macorís,2018,14,,,
24 Sánchez Ramírez,2018,14,,,
25 Santiago,2018,14,,,
26 Santiago Rodríguez,2018,14,,,
27 Valverde,2018,14,,,
28 Monseñor Nouel,2018,14,,,
29 Monte Plata,2018,14,,,
30 Hato Mayor,2018,14,,,
31 San José de Ocoa,2018,14,,,
32 Santo Domingo,2018,14,,,
01 Distrito Nacional,2018,15,,,
02 Azua,2018,15,,,
03 Baoruco,2018,15,,,
04 Barahona,2018,15,,,
05 Dajabón,2018,15,,,
06 Duarte,2018,15,,,
07 Elías Piña,2018,15,,,
08 El Seibo,2018,15,,,
09 Espaillat,2018,15,,,
10 Independencia,2018,15,,,
11 La Altagracia,2018,15,,,
12 La Romana,2018,15,,,
13 La Vega,2018,15,,,
14 María Trinidad Sánchez,2018,15,,,
15 Monte Cristi,2018,15,,,
16 Pedernales,2018,15,,,
17 Peravia,2018,15,,,
18 Puerto Plata,2018,15,,,
19 Hermanas Mirabal,2018,15,,,
20 Samaná,2018,15,,,
21 San Cristóbal,2018,15,,,
22 San Juan,2018,15,,,
23 San Pedro de Macorís,2018,15,,,
24 Sánchez Ramírez,2018,15,,,
25 Santiago,2018,15,,,
26 Santiago Rodríguez,2018,15,,,
27 Valverde,2018,15,,,
28 Monseñor Nouel,2018,15,,,
29 Monte Plata,2018,15,,,
30 Hato Mayor,2018,15,,,
31 San José de Ocoa,2018,15,,,
32 Santo Domingo,2018,15,,,
01 Distrito Nacional,2018,16,,,
02 Azua,2018,16,,,
03 Baoruco,2018,16,,,
04 Barahona,2018,16,,,
05 Dajabón,2018,16,,,
06 Duarte,2018,16,,,
07 Elías Piña,2018,16,,,
08 El Seibo,2018,16,,,
09 Espaillat,2018,16,,,
10 Independencia,2018,16,,,
11 La Altagracia,2018,16,,,
12 La Romana,2018,16,,,
13 La Vega,2018,16,,,
14 María Trinidad Sánchez,2018,16,,,
15 Monte Cristi,2018,16,,,
16 Pedernales,2018,16,,,
17 Peravia,2018,16,,,
18 Puerto Plata,2018,16,,,
19 Hermanas Mirabal,2018,16,,,
20 Samaná,2018,16,,,
21 San Cristóbal,2018,16,,,
22 San Juan,2018,16,,,
23 San Pedro de Macorís,2018,16,,,
24 Sánchez Ramírez,2018,16,,,
25 Santiago,2018,16,,,
26 Santiago Rodríguez,2018,16,,,
27 Valverde,2018,16,,,
28 Monseñor Nouel,2018,16,,,
29 Monte Plata,2018,16,,,
30 Hato Mayor,2018,16,,,
31 San José de Ocoa,2018,16,,,
32 Santo Domingo,2018,16,,,
01 Distrito Nacional,2018,17,,,
02 Azua,2018,17,,,
03 Baoruco,2018,17,,,
04 Barahona,2018,17,,,
05 Dajabón,2018,17,,,
06 Duarte,2018,17,,,
07 Elías Piña,2018,17,,,
08 El Seibo,2018,17,,,
09 Espaillat,2018,17,,,
10 Independencia,2018,17,,,
11 La Altagracia,2018,17,,,
12 La Romana,2018,17,,,
13 La Vega,2018,17,,,
14 María Trinidad Sánchez,2018,17,,,
15 Monte Cristi,2018,17,,,
16 Pedernales,2018,17,,,
17 Peravia,2018,17,,,
18 Puerto Plata,2018,17,,,
19 Hermanas Mirabal,2018,17,,,
20 Samaná,2018,17,,,
21 San Cristóbal,2018,17,,,
22 San Juan,2018,17,,,
23 San Pedro de Macorís,2018,17,,,
24 Sánchez Ramírez,2018,17,,,
25 Santiago,2018,17,,,
26 Santiago Rodríguez,2018,17,,,
27 Valverde,2018,17,,,
28 Monseñor Nouel,2018,17,,,
29 Monte Plata,2018,17,,,
30 Hato Mayor,2018,17,,,
31 San José de Ocoa,2018,17,,,
32 Santo Domingo,2018,17,,,
01 Distrito Nacional,2018,18,,,
02 Azua,2018,18,,,
03 Baoruco,2018,18,,,
04 Barahona,2018,18,,,
05 Dajabón,2018,18,,,
06 Duarte,2018,18,,,
07 Elías Piña,2018,18,,,
08 El Seibo,2018,18,,,
09 Espaillat,2018,18,,,
10 Independencia,2018,18,,,
11 La Altagracia,2018,18,,,
12 La Romana,2018,18,,,
13 La Vega,2018,18,,,
14 María Trinidad Sánchez,2018,18,,,
15 Monte Cristi,2018,18,,,
16 Pedernales,2018,18,,,
17 Peravia,2018,18,,,
18 Puerto Plata,2018,18,,,
19 Hermanas Mirabal,2018,18,,,
20 Samaná,2018,18,,,
21 San Cristóbal,2018,18,,,
22 San Juan,2018,18,,,
23 San Pedro de Macorís,2018,18,,,
24 Sánchez Ramírez,2018,18,,,
25 Santiago,2018,18,,,
26 Santiago Rodríguez,2018,18,,,
27 Valverde,2018,18,,,
28 Monseñor Nouel,2018,18,,,
29 Monte Plata,2018,18,,,
30 Hato Mayor,2018,18,,,
31 San José de Ocoa,2018,18,,,
32 Santo Domingo,2018,18,,,
01 Distrito Nacional,2018,19,,,
02 Azua,2018,19,,,
03 Baoruco,2018,19,,,
04 Barahona,2018,19,,,
05 Dajabón,2018,19,,,
06 Duarte,2018,19,,,
07 Elías Piña,2018,19,,,
08 El Seibo,2018,19,,,
09 Espaillat,2018,19,,,
10 Independencia,2018,19,,,
11 La Altagracia,2018,19,,,
12 La Romana,2018,19,,,
13 La Vega,2018,19,,,
14 María Trinidad Sánchez,2018,19,,,
15 Monte Cristi,2018,19,,,
16 Pedernales,2018,19,,,
17 Peravia,2018,19,,,
18 Puerto Plata,2018,19,,,
19 Hermanas Mirabal,2018,19,,,
20 Samaná,2018,19,,,
21 San Cristóbal,2018,19,,,
22 San Juan,2018,19,,,
23 San Pedro de Macorís,2018,19,,,
24 Sánchez Ramírez,2018,19,,,
25 Santiago,2018,19,,,
26 Santiago Rodríguez,2018,19,,,
27 Valverde,2018,19,,,
28 Monseñor Nouel,2018,19,,,
29 Monte Plata,2018,19,,,
30 Hato Mayor,2018,19,,,
31 San José de Ocoa,2018,19,,,
32 Santo Domingo,2018,19,,,
01 Distrito Nacional,2018,20,,,
02 Azua,2018,20,,,
03 Baoruco,2018,20,,,
04 Barahona,2018,20,,,
05 Dajabón,2018,20,,,
06 Duarte,2018,20,,,
07 Elías Piña,2018,20,,,
08 El Seibo,2018,20,,,
09 Espaillat,2018,20,,,
10 Independencia,2018,20,,,
11 La Altagracia,2018,20,,,
12 La Romana,2018,20,,,
13 La Vega,2018,20,,,
14 María Trinidad Sánchez,2018,20,,,
15 Monte Cristi,2018,20,,,
16 Pedernales,2018,20,,,
17 Peravia,2018,20,,,
18 Puerto Plata,2018,20,,,
19 Hermanas Mirabal,2018,20,,,
20 Samaná,2018,20,,,
21 San Cristóbal,2018,20,,,
22 San Juan,2018,20,,,
23 San Pedro de Macorís,2018,20,,,
24 Sánchez Ramírez,2018,20,,,
25 Santiago,2018,20,,,
26 Santiago Rodríguez,2018,20,,,
27 Valverde,2018,20,,,
28 Monseñor Nouel,2018,20,,,
29 Monte Plata,2018,20,,,
30 Hato Mayor,2018,20,,,
31 San José de Ocoa,2018,20,,,
32 Santo Domingo,2018,20,,,
01 Distrito Nacional,2018,21,,,
02 Azua,2018,21,,,
03 Baoruco,2018,21,,,
04 Barahona,2018,21,,,
05 Dajabón,2018,21,,,
06 Duarte,2018,21,,,
07 Elías Piña,2018,21,,,
08 El Seibo,2018,21,,,
09 Espaillat,2018,21,,,
10 Independencia,2018,21,,,
11 La Altagracia,2018,21,,,
12 La Romana,2018,21,,,
13 La Vega,2018,21,,,
14 María Trinidad Sánchez,2018,21,,,
15 Monte Cristi,2018,21,,,
16 Pedernales,2018,21,,,
17 Peravia,2018,21,,,
18 Puerto Plata,2018,21,,,
19 Hermanas Mirabal,2018,21,,,
20 Samaná,2018,21,,,
21 San Cristóbal,2018,21,,,
22 San Juan,2018,21,,,
23 San Pedro de Macorís,2018,21,,,
24 Sánchez Ramírez,2018,21,,,
25 Santiago,2018,21,,,
26 Santiago Rodríguez,2018,21,,,
27 Valverde,2018,21,,,
28 Monseñor Nouel,2018,21,,,
29 Monte Plata,2018,21,,,
30 Hato Mayor,2018,21,,,
31 San José de Ocoa,2018,21,,,
32 Santo Domingo,2018,21,,,
01 Distrito Nacional,2018,22,,,
02 Azua,2018,22,,,
03 Baoruco,2018,22,,,
04 Barahona,2018,22,,,
05 Dajabón,2018,22,,,
06 Duarte,2018,22,,,
07 Elías Piña,2018,22,,,
08 El Seibo,2018,22,,,
09 Espaillat,2018,22,,,
10 Independencia,2018,22,,,
11 La Altagracia,2018,22,,,
12 La Romana,2018,22,,,
13 La Vega,2018,22,,,
14 María Trinidad Sánchez,2018,22,,,
15 Monte Cristi,2018,22,,,
16 Pedernales,2018,22,,,
17 Peravia,2018,22,,,
18 Puerto Plata,2018,22,,,
19 Hermanas Mirabal,2018,22,,,
20 Samaná,2018,22,,,
21 San Cristóbal,2018,22,,,
22 San Juan,2018,22,,,
23 San Pedro de Macorís,2018,22,,,
24 Sánchez Ramírez,2018,22,,,
25 Santiago,2018,22,,,
26 Santiago Rodríguez,2018,22,,,
27 Valverde,2018,22,,,
28 Monseñor Nouel,2018,22,,,
29 Monte Plata,2018,22,,,
30 Hato Mayor,2018,22,,,
31 San José de Ocoa,2018,22,,,
32 Santo Domingo,2018,22,,,
01 Distrito Nacional,2018,23,,,
02 Azua,2018,23,,,
03 Baoruco,2018,23,,,
04 Barahona,2018,23,,,
05 Dajabón,2018,23,,,
06 Duarte,2018,23,,,
07 Elías Piña,2018,23,,,
08 El Seibo,2018,23,,,
09 Espaillat,2018,23,,,
10 Independencia,2018,23,,,
11 La Altagracia,2018,23,,,
12 La Romana,2018,23,,,
13 La Vega,2018,23,,,
14 María Trinidad Sánchez,2018,23,,,
15 Monte Cristi,2018,23,,,
16 Pedernales,2018,23,,,
17 Peravia,2018,23,,,
18 Puerto Plata,2018,23,,,
19 Hermanas Mirabal,2018,23,,,
20 Samaná,2018,23,,,
21 San Cristóbal,2018,23,,,
22 San Juan,2018,23,,,
23 San Pedro de Macorís,2018,23,,,
24 Sánchez Ramírez,2018,23,,,
25 Santiago,2018,23,,,
26 Santiago Rodríguez,2018,23,,,
27 Valverde,2018,23,,,
28 Monseñor Nouel,2018,23,,,
29 Monte Plata,2018,23,,,
30 Hato Mayor,2018,23,,,
31 San José de Ocoa,2018,23,,,
32 Santo Domingo,2018,23,,,
01 Distrito Nacional,2018,24,,,
02 Azua,2018,24,,,
03 Baoruco,2018,24,,,
04 Barahona,2018,24,,,
05 Dajabón,2018,24,,,
06 Duarte,2018,24,,,
07 Elías Piña,2018,24,,,
08 El Seibo,2018,24,,,
09 Espaillat,2018,24,,,
10 Independencia,2018,24,,,
11 La Altagracia,2018,24,,,
12 La Romana,2018,24,,,
13 La Vega,2018,24,,,
14 María Trinidad Sánchez,2018,24,,,
15 Monte Cristi,2018,24,,,
16 Pedernales,2018,24,,,
17 Peravia,2018,24,,,
18 Puerto Plata,2018,24,,,
19 Hermanas Mirabal,2018,24,,,
20 Samaná,2018,24,,,
21 San Cristóbal,2018,24,,,
22 San Juan,2018,24,,,
23 San Pedro de Macorís,2018,24,,,
24 Sánchez Ramírez,2018,24,,,
25 Santiago,2018,24,,,
26 Santiago Rodríguez,2018,24,,,
27 Valverde,2018,24,,,
28 Monseñor Nouel,2018,24,,,
29 Monte Plata,2018,24,,,
30 Hato Mayor,2018,24,,,
31 San José de Ocoa,2018,24,,,
32 Santo Domingo,2018,24,,,
01 Distrito Nacional,2018,25,,,
02 Azua,2018,25,,,
03 Baoruco,2018,25,,,
04 Barahona,2018,25,,,
05 Dajabón,2018,25,,,
06 Duarte,2018,25,,,
07 Elías Piña,2018,25,,,
08 El Seibo,2018,25,,,
09 Espaillat,2018,25,,,
10 Independencia,2018,25,,,
11 La Altagracia,2018,25,,,
12 La Romana,2018,25,,,
13 La Vega,2018,25,,,
14 María Trinidad Sánchez,2018,25,,,
15 Monte Cristi,2018,25,,,
16 Pedernales,2018,25,,,
17 Peravia,2018,25,,,
18 Puerto Plata,2018,25,,,
19 Hermanas Mirabal,2018,25,,,
20 Samaná,2018,25,,,
21 San Cristóbal,2018,25,,,
22 San Juan,2018,25,,,
23 San Pedro de Macorís,2018,25,,,
24 Sánchez Ramírez,2018,25,,,
25 Santiago,2018,25,,,
26 Santiago Rodríguez,2018,25,,,
27 Valverde,2018,25,,,
28 Monseñor Nouel,2018,25,,,
29 Monte Plata,2018,25,,,
30 Hato Mayor,2018,25,,,
31 San José de Ocoa,2018,25,,,
32 Santo Domingo,2018,25,,,
01 Distrito Nacional,2018,26,,,
02 Azua,2018,26,,,
03 Baoruco,2018,26,,,
04 Barahona,2018,26,,,
05 Dajabón,2018,26,,,
06 Duarte,2018,26,,,
07 Elías Piña,2018,26,,,
08 El Seibo,2018,26,,,
09 Espaillat,2018,26,,,
10 Independencia,2018,26,,,
11 La Altagracia,2018,26,,,
12 La Romana,2018,26,,,
13 La Vega,2018,26,,,
14 María Trinidad Sánchez,2018,26,,,
15 Monte Cristi,2018,26,,,
16 Pedernales,2018,26,,,
17 Peravia,2018,26,,,
18 Puerto Plata,2018,26,,,
19 Hermanas Mirabal,2018,26,,,
20 Samaná,2018,26,,,
21 San Cristóbal,2018,26,,,
22 San Juan,2018,26,,,
23 San Pedro de Macorís,2018,26,,,
24 Sánchez Ramírez,2018,26,,,
25 Santiago,2018,26,,,
26 Santiago Rodríguez,2018,26,,,
27 Valverde,2018,26,,,
28 Monseñor Nouel,2018,26,,,
29 Monte Plata,2018,26,,,
30 Hato Mayor,2018,26,,,
31 San José de Ocoa,2018,26,,,
32 Santo Domingo,2018,26,,,
01 Distrito Nacional,2018,27,,,
02 Azua,2018,27,,,
03 Baoruco,2018,27,,,
04 Barahona,2018,27,,,
05 Dajabón,2018,27,,,
06 Duarte,2018,27,,,
07 Elías Piña,2018,27,,,
08 El Seibo,2018,27,,,
09 Espaillat,2018,27,,,
10 Independencia,2018,27,,,
11 La Altagracia,2018,27,,,
12 La Romana,2018,27,,,
13 La Vega,2018,27,,,
14 María Trinidad Sánchez,2018,27,,,
15 Monte Cristi,2018,27,,,
16 Pedernales,2018,27,,,
17 Peravia,2018,27,,,
18 Puerto Plata,2018,27,,,
19 Hermanas Mirabal,2018,27,,,
20 Samaná,2018,27,,,
21 San Cristóbal,2018,27,,,
22 San Juan,2018,27,,,
23 San Pedro de Macorís,2018,27,,,
24 Sánchez Ramírez,2018,27,,,
25 Santiago,2018,27,,,
26 Santiago Rodríguez,2018,27,,,
27 Valverde,2018,27,,,
28 Monseñor Nouel,2018,27,,,
29 Monte Plata,2018,27,,,
30 Hato Mayor,2018,27,,,
31 San José de Ocoa,2018,27,,,
32 Santo Domingo,2018,27,,,
01 Distrito Nacional,2018,28,,,
02 Azua,2018,28,,,
03 Baoruco,2018,28,,,
04 Barahona,2018,28,,,
05 Dajabón,2018,28,,,
06 Duarte,2018,28,,,
07 Elías Piña,2018,28,,,
08 El Seibo,2018,28,,,
09 Espaillat,2018,28,,,
10 Independencia,2018,28,,,
11 La Altagracia,2018,28,,,
12 La Romana,2018,28,,,
13 La Vega,2018,28,,,
14 María Trinidad Sánchez,2018,28,,,
15 Monte Cristi,2018,28,,,
16 Pedernales,2018,28,,,
17 Peravia,2018,28,,,
18 Puerto Plata,2018,28,,,
19 Hermanas Mirabal,2018,28,,,
20 Samaná,2018,28,,,
21 San Cristóbal,2018,28,,,
22 San Juan,2018,28,,,
23 San Pedro de Macorís,2018,28,,,
24 Sánchez Ramírez,2018,28,,,
25 Santiago,2018,28,,,
26 Santiago Rodríguez,2018,28,,,
27 Valverde,2018,28,,,
28 Monseñor Nouel,2018,28,,,
29 Monte Plata,2018,28,,,
30 Hato Mayor,2018,28,,,
31 San José de Ocoa,2018,28,,,
32 Santo Domingo,2018,28,,,
01 Distrito Nacional,2018,29,,,
02 Azua,2018,29,,,
03 Baoruco,2018,29,,,
04 Barahona,2018,29,,,
05 Dajabón,2018,29,,,
06 Duarte,2018,29,,,
07 Elías Piña,2018,29,,,
08 El Seibo,2018,29,,,
09 Espaillat,2018,29,,,
10 Independencia,2018,29,,,
11 La Altagracia,2018,29,,,
12 La Romana,2018,29,,,
13 La Vega,2018,29,,,
14 María Trinidad Sánchez,2018,29,,,
15 Monte Cristi,2018,29,,,
16 Pedernales,2018,29,,,
17 Peravia,2018,29,,,
18 Puerto Plata,2018,29,,,
19 Hermanas Mirabal,2018,29,,,
20 Samaná,2018,29,,,
21 San Cristóbal,2018,29,,,
22 San Juan,2018,29,,,
23 San Pedro de Macorís,2018,29,,,
24 Sánchez Ramírez,2018,29,,,
25 Santiago,2018,29,,,
26 Santiago Rodríguez,2018,29,,,
27 Valverde,2018,29,,,
28 Monseñor Nouel,2018,29,,,
29 Monte Plata,2018,29,,,
30 Hato Mayor,2018,29,,,
31 San José de Ocoa,2018,29,,,
32 Santo Domingo,2018,29,,,
01 Distrito Nacional,2018,30,,,
02 Azua,2018,30,,,
03 Baoruco,2018,30,,,
04 Barahona,2018,30,,,
05 Dajabón,2018,30,,,
06 Duarte,2018,30,,,
07 Elías Piña,2018,30,,,
08 El Seibo,2018,30,,,
09 Espaillat,2018,30,,,
10 Independencia,2018,30,,,
11 La Altagracia,2018,30,,,
12 La Romana,2018,30,,,
13 La Vega,2018,30,,,
14 María Trinidad Sánchez,2018,30,,,
15 Monte Cristi,2018,30,,,
16 Pedernales,2018,30,,,
17 Peravia,2018,30,,,
18 Puerto Plata,2018,30,,,
19 Hermanas Mirabal,2018,30,,,
20 Samaná,2018,30,,,
21 San Cristóbal,2018,30,,,
22 San Juan,2018,30,,,
23 San Pedro de Macorís,2018,30,,,
24 Sánchez Ramírez,2018,30,,,
25 Santiago,2018,30,,,
26 Santiago Rodríguez,2018,30,,,
27 Valverde,2018,30,,,
28 Monseñor Nouel,2018,30,,,
29 Monte Plata,2018,30,,,
30 Hato Mayor,2018,30,,,
31 San José de Ocoa,2018,30,,,
32 Santo Domingo,2018,30,,,
01 Distrito Nacional,2018,31,,,
02 Azua,2018,31,,,
03 Baoruco,2018,31,,,
04 Barahona,2018,31,,,
05 Dajabón,2018,31,,,
06 Duarte,2018,31,,,
07 Elías Piña,2018,31,,,
08 El Seibo,2018,31,,,
09 Espaillat,2018,31,,,
10 Independencia,2018,31,,,
11 La Altagracia,2018,31,,,
12 La Romana,2018,31,,,
13 La Vega,2018,31,,,
14 María Trinidad Sánchez,2018,31,,,
15 Monte Cristi,2018,31,,,
16 Pedernales,2018,31,,,
17 Peravia,2018,31,,,
18 Puerto Plata,2018,31,,,
19 Hermanas Mirabal,2018,31,,,
20 Samaná,2018,31,,,
21 San Cristóbal,2018,31,,,
22 San Juan,2018,31,,,
23 San Pedro de Macorís,2018,31,,,
24 Sánchez Ramírez,2018,31,,,
25 Santiago,2018,31,,,
26 Santiago Rodríguez,2018,31,,,
27 Valverde,2018,31,,,
28 Monseñor Nouel,2018,31,,,
29 Monte Plata,2018,31,,,
30 Hato Mayor,2018,31,,,
31 San José de Ocoa,2018,31,,,
32 Santo Domingo,2018,31,,,
01 Distrito Nacional,2018,32,,,
02 Azua,2018,32,,,
03 Baoruco,2018,32,,,
04 Barahona,2018,32,,,
05 Dajabón,2018,32,,,
06 Duarte,2018,32,,,
07 Elías Piña,2018,32,,,
08 El Seibo,2018,32,,,
09 Espaillat,2018,32,,,
10 Independencia,2018,32,,,
11 La Altagracia,2018,32,,,
12 La Romana,2018,32,,,
13 La Vega,2018,32,,,
14 María Trinidad Sánchez,2018,32,,,
15 Monte Cristi,2018,32,,,
16 Pedernales,2018,32,,,
17 Peravia,2018,32,,,
18 Puerto Plata,2018,32,,,
19 Hermanas Mirabal,2018,32,,,
20 Samaná,2018,32,,,
21 San Cristóbal,2018,32,,,
22 San Juan,2018,32,,,
23 San Pedro de Macorís,2018,32,,,
24 Sánchez Ramírez,2018,32,,,
25 Santiago,2018,32,,,
